TIME	X:1	R:1	Y:1	noise:1
38.1	0.02729374	0.0170798	0.09109229	0.00158162
38.2	0.02729374	0.0170798	0.09109229	0.00183802
38.3	0.02729374	0.0170798	0.09109229	0.00178024
38.4	0.02729374	0.0170798	0.09109229	0.00187185
38.5	0.02729374	0.0170798	0.09109229	0.00179128
38.6	0.02729374	0.0170798	0.09109229	0.00162397
38.7	0.02729374	0.0170798	0.09109229	0.00167956
38.8	0.02729374	0.0170798	0.09109229	0.00164614
38.9	0.02729374	0.0170798	0.09109229	0.00161214
39	0.02729374	0.0170798	0.09109229	0.00169162
39.1	0.02729374	0.0170798	0.09109229	0.00167562
39.2	0.02729374	0.0170798	0.09109229	0.00183289
39.3	0.02729374	0.0170798	0.09109229	0.00164781
39.4	0.02729374	0.0170798	0.09109229	0.00180382
39.5	0.02729374	0.0170798	0.09109229	0.00178197
39.6	0.02729374	0.0170798	0.09109229	0.00155679
39.7	0.02729374	0.0170798	0.09109229	0.00174695
39.8	0.02729374	0.0170798	0.09109229	0.00158519
39.9	0.02729374	0.0170798	0.09109229	0.00167064
40	0.02729374	0.0170798	0.09109229	0.0018787
40.1	0.02729374	0.0170798	0.09109229	0.00157356
40.2	0.02729374	0.0170798	0.09109229	0.00181759
40.3	0.02729374	0.0170798	0.09109229	0.00162596
40.4	0.02729374	0.0170798	0.09109229	0.00178116
40.5	0.02729374	0.0170798	0.09109229	0.00153981
40.6	0.02729374	0.0170798	0.09109229	0.00161834
40.7	0.02729374	0.0170798	0.09109229	0.0016564
40.8	0.02729374	0.0170798	0.09109229	0.001548
40.9	0.02729374	0.0170798	0.09109229	0.00174377
41	0.02729374	0.0170798	0.09109229	0.0018353
41.1	0.02729374	0.0170798	0.09109229	0.0016225
41.2	0.02729374	0.0170798	0.09109229	0.00167867
41.3	0.02729374	0.0170798	0.09109229	0.00157288
41.4	0.02729374	0.0170798	0.09109229	0.00177127
41.5	0.02729374	0.0170798	0.09109229	0.00166517
41.6	0.02729374	0.0170798	0.09109229	0.00169233
41.7	0.02729374	0.0170798	0.09109229	0.00163079
41.8	0.02729374	0.0170798	0.09109229	0.00181193
41.9	0.02729374	0.0170798	0.09109229	0.00169434
42	0.02729374	0.0170798	0.09109229	0.00186951
42.1	0.02729374	0.0170798	0.09109229	0.00170295
42.2	0.02729374	0.0170798	0.09109229	0.00170491
42.3	0.02729374	0.0170798	0.09109229	0.00158321
42.4	0.02729374	0.0170798	0.09109229	0.00171906
42.5	0.02729374	0.0170798	0.09109229	0.0017805
42.6	0.02729374	0.0170798	0.09109229	0.00175339
42.7	0.02729374	0.0170798	0.09109229	0.00160588
42.8	0.02729374	0.0170798	0.09109229	0.00167266
42.9	0.02729374	0.0170798	0.09109229	0.00157753
43	0.02729374	0.0170798	0.09109229	0.00178946
43.1	0.02729374	0.0170798	0.09109229	0.00173912
43.2	0.02729374	0.0170798	0.09109229	0.00154841
43.3	0.02729374	0.0170798	0.09109229	0.00169953
43.4	0.02729374	0.0170798	0.09109229	0.00168932
43.5	0.02729374	0.0170798	0.09109229	0.00156737
43.6	0.02729374	0.0170798	0.09109229	0.00154646
43.7	0.02729374	0.0170798	0.09109229	0.00177161
43.8	0.02729374	0.0170798	0.09109229	0.00175366
43.9	0.02729374	0.0170798	0.09109229	0.00177379
44	0.02729374	0.0170798	0.09109229	0.00162421
44.1	0.02729374	0.0170798	0.09109229	0.00164844
44.2	0.02729374	0.0170798	0.09109229	0.00169138
44.3	0.02729374	0.0170798	0.09109229	0.00184812
44.4	0.02729374	0.0170798	0.09109229	0.00165544
44.5	0.02729374	0.0170798	0.09109229	0.00181415
44.6	0.02729374	0.0170798	0.09109229	0.00169536
44.7	0.02729374	0.0170798	0.09109229	0.00174286
44.8	0.02729374	0.0170798	0.09109229	0.00173408
44.9	0.02729374	0.0170798	0.09109229	0.00185251
45	0.02729374	0.0170798	0.09109229	0.00158227
45.1	0.02729374	0.0170798	0.09109229	0.00162148
45.2	0.02729374	0.0170798	0.09109229	0.00159653
45.3	0.02729374	0.0170798	0.09109229	0.00164777
45.4	0.02729374	0.0170798	0.09109229	0.00180945
45.5	0.02729374	0.0170798	0.09109229	0.00185673
45.6	0.02729374	0.0170798	0.09109229	0.00160084
45.7	0.02729374	0.0170798	0.09109229	0.00173953
45.8	0.02729374	0.0170798	0.09109229	0.00183218
45.9	0.02729374	0.0170798	0.09109229	0.00158138
46	0.02729374	0.0170798	0.09109229	0.0017944
46.1	0.02729374	0.0170798	0.09109229	0.00181213
46.2	0.02729374	0.0170798	0.09109229	0.00173633
46.3	0.02729374	0.0170798	0.09109229	0.00165798
46.4	0.02729374	0.0170798	0.09109229	0.00173326
